"Source.Name","Nombre","Valoracion","Club","División","Edad","Posición","Valor de traspaso","Sueldo","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal.1","Aér","Agr","Agi","Ace","Rec","Inf"
"SERIE A.html","Adam Bamba","33","Genoa","Serie A italiana","17","DL (C)","40m € - 425m €","1.100 € p/m","8","12","8","2","5","6","9","7","8","3","3","3","3","1","10","10","11","8","1","15","5","7","3","2","6","6","2","9","1","11","6","9","11","9","8","7","3","6","4","8","1","7","11","3","11","12","13","- -  -","Ced"
"SERIE A.html","Jacopo Corci","23","Genoa","Serie A italiana","18","POR","2,5m € - 24m €","1.100 € p/m","4","9","14","8","4","2","1","1","5","1","8","3","9","5","4","1","3","2","12","14","2","7","3","10","3","5","8","3","10","5","1","6","3","12","1","7","10","3","3","1","12","8","8","12","12","9","6","- -  -","Ced"
"SERIE A.html","Davide Ghigliotti","24","Genoa","Serie A italiana","17","DF (DC)","35m € - 100m €","1.100 € p/m","3","14","8","2","2","7","8","5","8","7","1","4","2","3","8","10","3","7","2","14","3","9","11","2","10","5","2","8","2","8","14","17","7","10","8","7","4","8","4","9","3","7","9","2","9","14","13","- -  -","Ced"
"SERIE A.html","Brayan Boci","29","Genoa","Serie A italiana","17","DF/CR (I)","160m € - 450m €","1.100 € p/m","7","11","10","3","5","4","7","5","9","9","3","4","3","2","10","10","5","5","1","11","6","8","8","2","8","11","1","9","3","11","7","10","7","8","7","10","1","10","7","11","1","9","10","3","10","10","10","- -  -","Ced"
"SERIE A.html","Luca Dellepiane","26","Genoa","Serie A italiana","18","DF/CR (D)","3m € - 30m €","1.100 € p/m","8","9","9","1","5","1","8","5","5","1","1","5","3","1","8","9","3","7","3","13","1","9","5","3","12","8","1","5","3","5","11","11","4","14","6","8","2","7","5","8","3","5","9","3","5","11","14","- -  -","Ced"
"SERIE A.html","Tommaso Rimondo","18","Genoa","Serie A italiana","17","DL (C)","26m € - 80m €","1.100 € p/m","8","13","3","3","4","6","12","12","8","1","4","4","2","1","6","5","10","10","1","6","7","6","3","2","11","4","3","3","1","4","3","14","5","12","13","5","2","4","3","8","1","6","6","2","6","12","13","- -  -","Ced"
"SERIE A.html","Damiano Petrella","19","Genoa","Serie A italiana","17","DF (IC)","20m € - 60m €","1.100 € p/m","5","5","8","1","1","4","7","5","6","6","1","3","2","2","7","12","5","2","2","12","1","8","9","3","10","7","1","5","2","7","15","16","4","10","8","5","3","8","2","11","2","8","10","3","10","6","5","- -  -","Ced"
"SERIE A.html","Gianluca Parodi","20","Genoa","Serie A italiana","17","DF (IC)","2,5m € - 26m €","1.100 € p/m","7","12","8","2","1","1","4","5","7","4","2","1","1","3","7","10","2","2","4","18","1","7","7","2","8","7","3","7","3","7","12","5","3","10","7","4","4","14","2","6","2","5","8","3","7","11","14","- -  -","Ced"
"SERIE A.html","Riccardo Moscatelli","18","Genoa","Serie A italiana","17","DF/CR/ME (DI)","30m € - 90m €","1.100 € p/m","7","10","7","2","6","1","8","9","8","2","1","4","1","1","8","8","3","7","1","7","1","8","8","4","7","7","1","2","3","7","11","4","2","8","10","9","3","3","6","6","3","5","7","2","8","12","14","- -  -","Ced"
"SERIE A.html","Bilel Sahli","25","Genoa","Serie A italiana","18","MP (DI)","3m € - 30m €","1.100 € p/m","6","13","11","3","6","5","8","6","11","4","3","4","1","3","14","11","9","9","1","12","6","8","5","2","7","8","2","11","3","12","8","11","9","8","8","9","1","9","7","13","1","9","12","3","12","9","11","- -  -","Ced"
"SERIE A.html","Federico Accornero","23","Genoa","Serie A italiana","17","ME/MP (C)","70m € - 700m €","1.100 € p/m","12","12","3","2","5","5","13","13","5","2","3","5","1","3","7","6","12","6","1","12","2","13","6","1","7","6","3","5","2","7","7","4","8","10","13","7","2","6","7","6","2","3","12","3","13","13","13","- -  -","Ced"
"SERIE A.html","Daniele Bolcano","22","Genoa","Serie A italiana","17","DF (D)","10m € - 100m €","1.100 € p/m","5","11","9","2","4","6","8","5","7","6","3","3","3","2","9","14","1","7","1","15","3","8","9","3","12","8","3","5","4","8","14","6","6","12","9","7","1","7","5","8","4","5","7","2","14","13","13","- -  -","Ced"
"SERIE A.html","Andrea Palella","23","Genoa","Serie A italiana","17","MC, ME (C)","140m € - 400m €","1.100 € p/m","9","11","7","4","6","5","10","5","11","8","1","5","3","1","9","11","5","6","3","10","6","12","9","1","10","11","2","10","1","9","10","10","7","9","7","13","2","12","6","11","1","11","13","2","8","10","10","- -  -","Ced"
"SERIE A.html","William Milani","18","Lazio","Serie A italiana","17","MP (DI), DL (C)","24m € - 70m €","1.100 € p/m","6","13","1","3","4","3","7","7","7","4","3","5","2","1","6","8","10","11","1","9","2","11","3","2","3","5","2","3","2","5","2","9","5","7","11","2","1","1","8","6","2","4","10","1","8","10","13","- -  -","Ced"
"SERIE A.html","Luca Napolitano","18","Lazio","Serie A italiana","17","ME/MP (C)","14m € - 140m €","1.100 € p/m","9","10","6","2","6","5","11","13","5","2","3","6","2","1","12","8","5","8","3","11","2","13","4","1","2","7","1","5","4","7","8","10","10","9","11","7","1","8","5","6","3","7","7","3","13","9","14","- -  -","Ced"
"SERIE A.html","Tommaso Nori","18","Lazio","Serie A italiana","17","ME/MP (DI)","45m € - 130m €","1.100 € p/m","4","12","6","2","2","4","10","10","9","5","4","4","2","2","12","7","4","12","1","16","1","10","2","3","6","7","2","1","3","6","6","8","8","12","11","5","3","3","9","5","2","4","7","2","10","12","9","- -  -","Ced"
"SERIE A.html","Etienne Noel Tare","38","Lazio","Serie A italiana","17","DL (C)","45m € - 475m €","1.100 € p/m","8","10","16","2","8","9","10","13","6","4","2","7","2","4","9","8","10","10","3","9","6","9","7","3","11","8","1","10","1","12","5","9","10","9","15","8","3","8","9","15","2","9","14","3","15","7","10","- -  -","Ced"
"SERIE A.html","Marco Muhammad Schuan","30","Lazio","Serie A italiana","18","MP (DI), DL (C)","45m € - 130m €","1.100 € p/m","7","13","6","3","5","5","7","7","9","5","1","7","2","2","7","5","12","13","2","13","3","13","5","1","11","6","2","4","3","6","4","17","10","9","8","3","1","5","9","6","2","6","6","4","11","13","13","- -  -","Ced"
"SERIE A.html","Romano Floriani","33","Lazio","Serie A italiana","18","DF/CR/ME (D)","95m € - 275m €","1.100 € p/m","11","12","9","1","9","7","10","5","7","8","3","8","3","3","11","9","4","11","2","13","2","11","10","1","12","10","2","3","1","10","13","14","7","10","12","7","1","8","13","9","2","10","6","1","14","14","15","- -  -","Ced"
"SERIE A.html","Massil Adjaoudi","31","Lazio","Serie A italiana","17","ME (C)","8m € - 80m €","1.100 € p/m","10","11","5","1","6","5","14","5","8","2","3","5","3","1","11","6","7","6","1","6","3","14","6","1","1","6","3","5","1","6","7","15","6","14","14","5","3","8","6","2","1","9","6","3","9","9","11","- -  -","Ced"
"SERIE A.html","Paolo Schettini","18","Lazio","Serie A italiana","17","MC, ME (C)","5m € - 50m €","1.100 € p/m","11","7","1","2","5","8","11","5","6","1","4","5","3","2","10","5","6","5","3","13","1","13","6","3","11","6","3","5","2","3","8","7","7","9","14","7","3","4","4","5","4","5","9","2","14","9","11","- -  -","Ced"
"SERIE A.html","Robin Kane","18","Lazio","Serie A italiana","17","DF (C)","20m € - 210m €","1.100 € p/m","2","13","9","2","1","2","3","5","8","3","3","2","2","2","8","9","4","4","4","15","2","3","11","4","7","7","1","6","2","8","10","11","4","14","8","7","1","13","1","11","3","12","11","3","12","11","12","- -  -","Ced"
"SERIE A.html","Mirko Mancino","35","Lazio","Serie A italiana","18","ME/MP (DI)","8m € - 80m €","1.100 € p/m","8","13","6","1","4","7","12","14","8","6","2","6","2","3","8","7","8","13","1","10","4","5","6","2","7","7","2","4","1","3","2","5","10","9","13","7","3","6","12","6","3","6","4","1","11","11","13","- -  -","Ced"
"SERIE A.html","Valerio Marinacci","39","Lazio","Serie A italiana","18","DF/CR (I)","12m € - 130m €","1.100 € p/m","4","15","9","3","1","5","9","8","8","7","2","2","3","3","8","8","3","7","1","15","1","7","7","3","4","8","3","5","3","8","13","7","7","13","9","7","1","8","7","8","3","7","9","2","5","15","15","- -  -","Ced"
"SERIE A.html","Gabriele Migliorati","35","Lazio","Serie A italiana","18","DF/CR (DI), ME (D)","6m € - 65m €","1.100 € p/m","7","9","7","2","4","6","8","5","6","2","2","6","2","3","9","13","6","8","2","10","2","8","7","2","9","8","1","5","2","8","10","17","5","8","9","7","3","5","8","6","4","6","7","1","12","10","13","- -  -","Ced"
"SERIE A.html","Nicolò Pollini","30","Lazio","Serie A italiana","18","DF/CR (D)","14m € - 140m €","1.100 € p/m","8","14","8","3","1","5","9","8","6","7","2","4","1","2","8","8","2","7","3","6","3","9","7","3","4","8","1","6","1","4","10","18","4","12","10","9","3","7","5","8","1","8","8","3","5","10","15","- -  -","Ced"
"SERIE A.html","Mirco De Santis","36","Lazio","Serie A italiana","17","DF/CR (I)","35m € - 350m €","1.100 € p/m","5","14","9","3","1","5","9","10","5","6","1","5","3","3","7","12","3","2","3","10","2","9","6","2","10","8","2","3","3","8","12","13","5","12","7","10","3","10","5","8","2","5","2","3","11","13","14","- -  -","Ced"
"SERIE A.html","Simone Castigliani","37","Lazio","Serie A italiana","17","MP (DIC), DL (C)","55m € - 550m €","1.100 € p/m","7","13","6","2","6","6","11","11","9","6","3","6","3","1","7","11","5","7","3","18","2","8","6","2","9","3","2","2","1","7","7","17","13","7","11","2","1","6","9","7","1","5","5","1","8","13","13","- -  -","Ced"
"SERIE A.html","Lorenzo Ferro","31","Lazio","Serie A italiana","17","MC, ME (C)","28m € - 275m €","1.100 € p/m","7","12","7","2","5","8","13","5","8","2","3","5","3","3","7","6","3","6","2","10","4","11","9","3","9","7","1","5","2","7","13","18","4","13","8","5","3","12","4","7","2","9","5","3","12","13","13","- -  -","Ced"
"SERIE A.html","Giacomo Santovito","31","Lazio","Serie A italiana","18","DF (C)","45m € - 140m €","1.100 € p/m","1","12","8","3","1","5","6","5","7","1","3","4","1","3","7","4","1","1","2","8","4","7","8","2","4","6","2","5","3","7","9","6","3","13","7","6","2","14","2","13","2","4","11","2","14","13","14","- -  -","Ced"
"SERIE A.html","Salvatore Di Chiara","22","Milan","Serie A italiana","17","POR","3,5m € - 35m €","1.100 € p/m","4","5","14","6","5","1","2","3","2","1","9","3","5","12","4","2","2","1","9","10","1","10","3","8","1","5","13","5","5","4","2","11","3","13","3","11","10","7","3","1","11","6","8","6","14","11","8","- -  -","Ced"
"SERIE A.html","Andrei Coubiş","38","Milan","Serie A italiana","17","DF/CR (D)","160m € - 475m €","1.100 € p/m","7","13","12","2","4","7","8","5","8","15","3","6","1","1","9","12","4","7","3","15","6","8","10","1","7","10","1","14","2","12","11","13","9","8","7","8","2","11","8","12","2","10","13","3","13","9","10","- -  -","Ced"
"SERIE A.html","Leonardo Basilico","19","Milan","Serie A italiana","17","DF/CR (I)","3m € - 30m €","1.100 € p/m","4","14","6","2","1","4","6","5","7","5","2","3","3","1","7","9","4","6","3","10","4","7","6","1","11","6","1","5","3","6","12","5","5","8","7","5","2","8","5","1","3","4","5","4","12","14","14","- -  -","Ced"
"SERIE A.html","Youns El Hilali","41","Milan","Serie A italiana","18","MP (DC)","50m € - 500m €","1.100 € p/m","10","12","10","3","9","10","12","13","8","4","1","8","3","1","7","8","8","11","4","11","9","11","5","1","8","8","1","6","1","7","5","12","11","7","12","8","3","5","10","6","3","9","8","2","7","13","14","- -  -","Ced"
"SERIE A.html","Landry Boni","23","Milan","Serie A italiana","17","ME/MP (C)","12m € - 120m €","1.100 € p/m","13","6","6","2","5","8","10","10","9","2","2","6","2","2","8","7","9","7","4","15","1","9","6","2","4","7","2","5","2","7","8","11","8","12","13","3","3","6","3","7","2","8","8","1","10","6","8","- -  -","Ced"
"SERIE A.html","Thomas Gaggia","18","Milan","Serie A italiana","17","DF (DI), CR (D)","14m € - 140m €","1.100 € p/m","6","11","6","2","1","2","7","5","5","4","3","4","1","1","7","12","1","5","1","10","2","6","4","1","3","6","1","4","4","6","10","4","3","6","12","7","2","3","6","4","2","5","5","3","15","11","8","- -  -","Ced"
"SERIE A.html","Niccolò Anut","21","Milan","Serie A italiana","17","DF (C), MC","40m € - 120m €","1.100 € p/m","5","11","6","3","2","4","4","5","4","3","4","3","3","2","5","2","3","1","3","15","1","6","7","2","1","3","1","3","3","4","11","14","3","12","6","3","3","12","3","9","2","5","10","3","12","11","12","- -  -","Ced"
"SERIE A.html","Andrea Bozzolan","30","Milan","Serie A italiana","17","DF/CR (I)","45m € - 450m €","1.100 € p/m","7","13","7","1","5","8","10","6","9","10","2","5","1","2","9","9","5","9","3","14","6","10","11","3","6","12","2","8","1","9","11","10","8","8","11","9","2","10","10","7","3","9","9","3","8","11","12","- -  -","Ced"
"SERIE A.html","Antonio Gala","25","Milan","Serie A italiana","17","ME (C)","18m € - 180m €","1.100 € p/m","8","12","12","2","8","8","8","11","8","5","2","11","3","3","12","9","7","9","2","11","7","10","5","3","7","13","1","7","1","10","6","9","12","11","10","11","1","10","10","6","4","11","7","3","10","11","12","- -  -","Ced"
"SERIE A.html","Andrea Bartoccioni","20","Milan","Serie A italiana","17","POR","0 € - 80m €","1.100 € p/m","3","11","13","5","5","3","3","3","2","3","9","2","6","5","3","1","1","1","11","13","2","11","1","6","8","4","7","5","10","4","3","7","1","12","1","4","6","4","2","1","7","4","11","12","7","11","10","- -  -","Ced"
"SERIE A.html","Federico Marrone","22","Milan","Serie A italiana","17","MC, ME (C)","0 € - 70m €","1.100 € p/m","13","9","2","3","4","6","10","5","6","1","3","3","2","1","9","5","4","3","3","15","2","12","3","2","2","6","3","3","2","5","9","7","5","12","13","6","3","5","5","2","3","3","5","3","10","11","11","- -  -","Ced"
"SERIE A.html","Nicholas Pluvio","19","Milan","Serie A italiana","17","MC, ME (C)","2,5m € - 26m €","1.100 € p/m","10","12","7","1","5","7","8","5","2","1","3","5","3","2","12","7","4","4","3","15","1","12","8","1","1","7","3","4","1","6","6","18","3","13","13","5","1","6","4","3","2","6","5","3","14","13","7","- -  -","Ced"
"SERIE A.html","Daniel Hysaj","20","Napoli","Serie A italiana","17","DF (C), MC","10m € - 95m €","1.100 € p/m","9","11","9","3","7","6","9","5","10","7","2","6","2","3","9","11","6","8","2","10","7","10","11","4","8","12","2","9","1","9","8","9","8","10","10","11","1","12","8","10","4","12","10","2","11","12","11","- -  -","Ced"
"SERIE A.html","Giuseppe Ambrosino","35","Napoli","Serie A italiana","17","DL (C)","28m € - 275m €","1.100 € p/m","9","11","12","3","8","7","10","11","9","4","1","5","1","3","12","10","11","10","3","12","9","9","4","3","9","11","2","9","1","15","6","11","12","11","9","10","3","7","6","10","3","9","9","4","9","11","11","- -  -","Ced"
"SERIE A.html","Pasquale Marranzino","22","Napoli","Serie A italiana","17","MP (IC), DL (C)","6m € - 55m €","1.100 € p/m","8","11","11","2","6","8","8","8","7","6","2","5","1","2","12","11","9","9","2","13","6","8","5","3","7","8","1","9","3","10","7","12","12","9","8","8","1","6","8","9","3","8","11","1","13","10","12","- -  -","Ced"
"SERIE A.html","Antonio Pesce","23","Napoli","Serie A italiana","17","DL (C)","26m € - 250m €","1.100 € p/m","7","10","7","4","7","6","8","6","9","5","2","5","1","2","9","10","11","10","3","8","9","9","3","2","7","6","3","8","3","11","5","9","10","10","10","10","1","7","6","12","3","11","10","2","7","10","10","- -  -","Ced"
"SERIE A.html","Domenico Di Dona","31","Napoli","Serie A italiana","17","ME/MP (D)","24m € - 250m €","1.100 € p/m","7","13","11","2","5","5","7","7","9","4","2","6","2","2","14","10","7","8","1","11","6","8","6","1","12","9","2","9","2","8","6","13","8","8","8","7","3","9","8","6","2","8","6","3","12","10","12","- -  -","Ced"
"SERIE A.html","Davide Acampa","32","Napoli","Serie A italiana","18","ME/MP (DI)","8m € - 80m €","1.100 € p/m","9","12","9","2","7","7","8","8","8","5","3","6","1","1","11","11","7","9","1","10","7","10","6","3","7","11","3","8","1","10","7","9","11","9","8","11","3","10","8","10","1","10","11","3","11","8","10","- -  -","Ced"
"SERIE A.html","Antonio Cioffi","40","Napoli","Serie A italiana","18","MP (IC), DL (C)","55m € - 550m €","1.100 € p/m","10","12","8","2","14","11","11","13","9","6","3","13","1","1","9","10","9","10","1","10","10","11","5","2","8","9","2","9","1","11","7","10","11","12","11","10","2","7","10","9","1","9","10","2","8","10","11","- -  -","Ced"
"SERIE A.html","Francesco Gioielli","19","Napoli","Serie A italiana","17","MC, ME (C)","5m € - 55m €","1.100 € p/m","8","10","8","1","6","8","7","5","7","9","2","5","3","1","9","11","6","8","2","11","8","11","8","3","8","11","2","9","3","12","9","8","7","8","8","11","2","11","7","12","1","8","11","3","12","10","10","- -  -","Ced"
"SERIE A.html","Antonio Vergara","29","Napoli","Serie A italiana","18","ME/MP (C)","12m € - 130m €","1.100 € p/m","10","11","6","1","9","8","10","8","7","8","1","11","2","2","7","10","7","8","1","10","10","10","5","2","6","11","2","7","3","8","7","8","8","8","9","8","2","7","9","10","1","9","12","3","6","9","11","- -  -","Ced"
"SERIE A.html","Pasquale Pontillo","19","Napoli","Serie A italiana","17","DF (C)","16m € - 160m €","1.100 € p/m","4","11","10","2","3","4","5","5","8","5","3","7","3","2","10","11","5","2","4","13","4","10","11","1","5","6","1","6","3","10","17","15","8","6","10","8","2","6","8","11","1","8","9","1","8","11","11","- -  -","Ced"
"SERIE A.html","Raul Morichelli","25","Roma","Serie A italiana","18","DF (C)","45m € - 425m €","1.100 € p/m","5","12","9","1","1","2","3","5","6","3","3","4","2","1","8","7","4","5","2","9","3","7","9","2","9","7","3","9","2","8","14","5","4","12","6","9","3","14","3","14","2","12","9","3","14","14","13","- -  -","Ced"
"SERIE A.html","Filippo Berti","23","Roma","Serie A italiana","18","POR","14m € - 150m €","1.100 € p/m","5","7","7","8","4","2","2","2","6","2","10","1","9","7","5","5","3","2","13","10","4","5","2","7","5","6","8","7","5","6","3","14","1","13","1","10","7","10","2","1","13","3","13","13","9","8","7","- -  -","Ced"
"SERIE A.html","Marzio Di Bartolo","23","Roma","Serie A italiana","18","ME (C)","90m € - 250m €","1.100 € p/m","11","10","3","1","8","6","15","5","8","1","3","8","2","2","13","8","5","5","1","12","4","9","6","2","10","9","1","8","1","9","12","13","7","15","14","8","1","8","6","8","3","9","8","3","11","10","12","- -  -","Ced"
"SERIE A.html","Yuri Rocchetti","28","Roma","Serie A italiana","18","DF/CR/ME (I)","9m € - 90m €","1.100 € p/m","8","10","8","3","8","8","10","7","5","8","4","5","3","2","14","14","6","9","1","11","2","10","7","2","6","14","1","5","3","10","12","7","8","12","9","9","2","7","8","9","3","10","4","3","11","11","14","- -  -","Ced"
"SERIE A.html","Giulio Pandimiglio","18","Roma","Serie A italiana","17","DF/CR (I)","0 € - 60m €","1.100 € p/m","6","10","7","2","1","1","4","5","6","6","3","5","1","3","12","7","3","3","2","7","1","8","6","1","11","14","3","2","2","7","11","3","4","11","8","6","3","7","4","2","2","8","6","1","7","9","14","- -  -","Ced"
"SERIE A.html","Benjamin Tahirovic","41","Roma","Serie A italiana","18","ME/MP (C)","45m € - 475m €","1.100 € p/m","13","11","7","3","8","11","14","13","11","8","2","7","1","3","8","12","9","12","2","12","9","13","7","1","4","12","1","8","3","10","5","10","9","9","13","8","3","7","8","9","2","10","11","2","4","12","8","- -  -","Ced"
"SERIE A.html","Francesco Chesti","20","Roma","Serie A italiana","17","DF (C)","28m € - 85m €","1.100 € p/m","6","9","8","3","4","6","7","5","7","4","2","6","1","3","9","10","6","6","2","11","6","9","8","2","4","8","3","6","1","9","14","16","6","6","9","7","1","7","7","10","2","8","9","2","8","9","6","- -  -","Ced"
"SERIE A.html","Matteo Falasca","19","Roma","Serie A italiana","17","DF/CR (I)","26m € - 250m €","1.100 € p/m","9","8","9","2","3","5","8","9","8","2","3","6","3","3","9","13","2","5","2","15","6","12","8","1","11","9","2","5","2","5","14","2","4","16","10","10","1","9","7","7","1","9","6","1","9","8","7","- -  -","Ced"
"SERIE A.html","Fabrizio Lilli","18","Roma","Serie A italiana","17","MC, ME (C)","0 € - 60m €","1.100 € p/m","5","8","7","3","6","8","9","5","12","2","1","6","1","3","7","6","8","8","3","6","2","10","4","1","12","12","3","3","3","15","8","6","8","7","9","7","2","7","6","6","2","9","4","1","9","8","8","- -  -","Ced"
"SERIE A.html","Giacomo Mancini","18","Roma","Serie A italiana","17","DF/CR (I)","26m € - 75m €","1.100 € p/m","6","8","8","1","4","5","14","5","8","5","2","6","3","1","8","5","4","12","2","7","4","11","8","3","12","8","1","3","1","8","9","17","10","8","11","5","2","6","9","5","3","8","6","2","7","8","10","- -  -","Ced"
"SERIE A.html","Alessandro Mirimich","18","Roma","Serie A italiana","17","ME/MP (C)","0 € - 60m €","1.100 € p/m","8","7","1","3","6","5","12","10","9","1","1","6","3","1","8","4","8","9","3","13","6","12","5","3","8","13","3","3","1","3","8","11","9","13","8","6","1","8","6","6","3","5","8","2","13","9","4","- -  -","Ced"
"SERIE A.html","Mattia Ruggiero","18","Roma","Serie A italiana","17","MP (DIC), DL (C)","1,5m € - 16m €","1.100 € p/m","5","7","7","2","5","5","15","13","8","5","3","5","2","2","8","2","14","6","3","14","6","7","3","1","9","7","3","3","3","3","3","18","4","11","13","5","2","5","7","10","1","6","3","2","13","6","9","- -  -","Ced"
"SERIE A.html","Domen Zajšek","40","Roma","Serie A italiana","18","DF (IC)","12m € - 130m €","1.100 € p/m","7","14","9","2","1","1","7","1","6","7","3","3","1","1","8","11","3","5","2","6","1","8","12","3","10","5","1","6","2","8","14","15","6","14","9","6","3","7","2","14","1","6","10","1","10","13","9","- -  -","Ced"
"SERIE A.html","Mario Perrone","22","Salernitana","Serie A italiana","18","DF (C)","220m € - 650m €","1.100 € p/m","3","11","10","1","3","8","4","5","8","8","3","6","3","3","4","7","4","1","1","15","8","8","14","2","4","8","1","10","2","9","14","11","5","14","9","10","3","13","2","12","3","10","6","1","15","11","13","- -  -","Ced"
"SERIE A.html","Alessandro Russo","22","Salernitana","Serie A italiana","17","ME (C)","16m € - 170m €","1.100 € p/m","6","12","7","2","2","10","11","6","10","3","3","3","2","3","12","13","4","5","2","13","3","13","8","3","3","7","3","4","2","6","5","12","6","10","13","2","2","4","1","2","2","4","6","3","6","13","13","- -  -","Ced"
"SERIE A.html","Angelo Guida","23","Salernitana","Serie A italiana","18","MP (I), DL (C)","0 € - 100m €","1.100 € p/m","8","10","6","1","6","7","7","9","5","6","1","6","3","3","8","7","14","13","2","12","3","14","5","3","5","6","1","7","1","7","1","11","8","12","12","6","2","7","8","5","1","9","7","2","14","9","8","- -  -","Ced"
"SERIE A.html","Jacopo De Matteis","27","Salernitana","Serie A italiana","18","POR","26m € - 80m €","1.100 € p/m","5","7","9","9","8","3","4","2","5","2","11","3","4","12","5","3","1","2","13","15","2","7","3","5","6","6","8","7","5","6","2","16","1","13","1","6","5","5","3","1","9","6","15","13","9","16","7","- -  -","Ced"
"SERIE A.html","Vincenzo Bammacaro","18","Salernitana","Serie A italiana","17","MP (DI)","3,5m € - 35m €","1.100 € p/m","5","14","7","2","6","4","14","13","8","6","3","4","2","1","8","6","6","7","3","14","1","12","6","3","1","7","2","1","3","7","2","6","9","12","14","7","2","6","5","4","1","10","2","1","14","11","14","- -  -","Ced"
"SERIE A.html","Michele Alberto Ragher","18","Sampdoria","Serie A italiana","17","POR","18m € - 55m €","1.100 € p/m","1","7","13","7","3","2","1","1","1","2","8","2","6","6","3","1","1","2","12","15","1","8","1","7","9","4","8","2","5","4","3","5","3","12","2","8","7","8","1","1","12","5","8","5","9","6","4","- -  -","Ced"
"SERIE A.html","Lorenzo Villa","27","Sampdoria","Serie A italiana","17","DF (DC)","0 € - 85m €","1.100 € p/m","3","10","8","3","1","1","5","5","5","6","2","4","3","1","3","8","2","3","2","13","4","4","6","2","11","5","1","7","3","7","13","14","5","11","7","5","3","9","6","11","4","6","11","1","13","12","7","- -  -","Ced"
"SERIE A.html","Lorenzo Di Stefano","28","Sampdoria","Serie A italiana","18","DL (C)","4m € - 40m €","1.100 € p/m","6","11","7","1","8","7","9","10","8","5","2","5","1","2","10","10","12","11","1","12","8","9","4","3","7","7","3","10","1","10","7","9","13","9","10","7","3","6","8","9","1","12","11","1","8","12","12","- -  -","Ced"
"SERIE A.html","Gioacchino Catania","35","Sampdoria","Serie A italiana","17","DL (C)","5m € - 50m €","1.100 € p/m","1","11","7","1","5","6","8","8","8","2","2","2","1","3","6","4","13","13","2","14","3","6","4","1","11","5","2","5","1","6","4","10","13","8","13","5","3","6","1","10","1","11","13","3","8","10","12","- -  -","Ced"
"SERIE A.html","Marco Bontempi","23","Sampdoria","Serie A italiana","18","ME (C)","40m € - 110m €","1.100 € p/m","8","14","6","1","6","8","14","5","7","2","1","6","2","3","12","7","5","4","1","13","1","14","4","1","2","7","1","1","4","7","9","16","7","12","9","6","2","4","6","6","1","7","1","1","10","14","14","- -  -","Ced"
"SERIE A.html","Niccolò Samotti","24","Sampdoria","Serie A italiana","18","DF (C)","18m € - 170m €","1.100 € p/m","6","9","9","2","8","6","4","5","7","3","3","5","1","1","9","14","8","6","3","11","4","8","11","1","3","8","2","7","3","9","13","14","7","15","9","9","2","11","5","6","2","6","7","1","9","7","7","- -  -","Ced"
"SERIE A.html","Niccolò Bianchi","28","Sampdoria","Serie A italiana","17","MC, ME (C)","26m € - 75m €","1.100 € p/m","9","13","4","1","2","7","13","5","7","1","1","4","1","2","11","6","4","4","2","16","4","10","5","1","10","7","2","3","1","6","11","12","4","11","9","6","2","7","2","4","1","5","3","4","6","13","13","- -  -","Ced"
"SERIE A.html","Andrea Esposito","18","Sampdoria","Serie A italiana","17","DF (C)","0 € - 65m €","1.100 € p/m","2","5","7","3","1","4","1","5","2","1","1","1","4","3","5","7","3","1","2","14","1","2","10","2","9","4","2","9","3","5","13","4","2","10","3","5","1","13","1","10","1","7","13","1","12","7","9","- -  -","Ced"
"SERIE A.html","Giuseppe Simone","18","Sampdoria","Serie A italiana","17","MP (I), DL (C)","0 € - 100m €","1.100 € p/m","4","6","4","3","5","2","9","10","8","3","3","3","3","1","7","3","14","7","1","11","5","7","5","1","10","6","1","1","2","6","6","4","10","6","14","5","4","5","4","13","3","6","7","3","10","6","11","- -  -","Ced"
"SERIE A.html","Federico Zorzi","18","Sampdoria","Serie A italiana","17","POR","0 € - 60m €","1.100 € p/m","2","7","12","5","4","1","1","3","1","3","5","1","7","7","2","1","2","2","11","12","2","4","2","10","10","3","6","4","6","1","1","5","2","11","1","8","8","9","2","1","7","1","12","11","8","11","8","- -  -","Ced"
"SERIE A.html","Flavio Paoletti","27","Sampdoria","Serie A italiana","18","MC, ME (C)","5m € - 50m €","1.100 € p/m","10","11","8","2","8","9","11","8","8","8","3","11","3","3","12","10","7","9","3","11","8","11","9","2","8","11","3","9","3","12","8","8","9","11","10","11","3","10","13","9","3","10","9","3","10","11","11","- -  -","Ced"
"SERIE A.html","Lorenzo Malagrida","20","Sampdoria","Serie A italiana","17","ME/MP (DI)","4,5m € - 45m €","1.100 € p/m","6","13","3","2","6","3","14","14","4","2","1","8","1","1","8","7","7","9","1","13","6","10","2","3","9","7","1","4","2","7","7","14","8","8","10","6","4","6","10","6","3","6","12","4","6","12","14","- -  -","Ced"
